snapshot_id,snapshot_date,destination_city
2025-09-08T11:36:14.142800Z,2025-09-08,UFA
2025-09-08T11:36:14.142800Z,2025-09-08,UIO
2025-09-08T11:36:14.142800Z,2025-09-08,USH
2025-09-08T11:36:14.142800Z,2025-09-08,USM
2025-09-08T11:36:14.142800Z,2025-09-08,UTP
2025-09-08T11:36:14.142800Z,2025-09-08,VRA
2025-09-08T11:36:14.142800Z,2025-09-08,VVO
2025-09-08T11:36:14.142800Z,2025-09-08,WAW
2025-09-08T11:36:14.142800Z,2025-09-08,ZNZ
2025-09-09T11:33:31.778562Z,2025-09-09,ADD
2025-09-10T00:08:28.109302Z,2025-09-09,ADD
2025-09-09T11:33:31.778562Z,2025-09-09,AER
2025-09-10T00:08:28.109302Z,2025-09-09,AER
2025-09-09T11:33:31.778562Z,2025-09-09,AGA
2025-09-10T00:08:28.109302Z,2025-09-09,AGA
2025-09-09T11:33:31.778562Z,2025-09-09,AKL
2025-09-10T00:08:28.109302Z,2025-09-09,AKL
2025-09-09T11:33:31.778562Z,2025-09-09,ALA
2025-09-10T00:08:28.109302Z,2025-09-09,ALA
2025-09-09T11:33:31.778562Z,2025-09-09,AMS
2025-09-10T00:08:28.109302Z,2025-09-09,AMS
2025-09-09T11:33:31.778562Z,2025-09-09,ANF
2025-09-10T00:08:28.109302Z,2025-09-09,ANF
2025-09-09T11:33:31.778562Z,2025-09-09,ASF
2025-09-10T00:08:28.109302Z,2025-09-09,ASF
2025-09-09T11:33:31.778562Z,2025-09-09,ASU
2025-09-10T00:08:28.109302Z,2025-09-09,ASU
2025-09-09T11:33:31.778562Z,2025-09-09,AUA
2025-09-10T00:08:28.109302Z,2025-09-09,AUA
2025-09-09T11:33:31.778562Z,2025-09-09,AYT
2025-09-10T00:08:28.109302Z,2025-09-09,AYT
2025-09-09T11:33:31.778562Z,2025-09-09,BAK
2025-09-10T00:08:28.109302Z,2025-09-09,BAK
2025-09-09T11:33:31.778562Z,2025-09-09,BCN
2025-09-10T00:08:28.109302Z,2025-09-09,BCN
2025-09-09T11:33:31.778562Z,2025-09-09,BEG
2025-09-10T00:08:28.109302Z,2025-09-09,BEG
2025-09-09T11:33:31.778562Z,2025-09-09,BER
2025-09-10T00:08:28.109302Z,2025-09-09,BER
2025-09-09T11:33:31.778562Z,2025-09-09,BJS
2025-09-10T00:08:28.109302Z,2025-09-09,BJS
2025-09-09T11:33:31.778562Z,2025-09-09,BKK
2025-09-10T00:08:28.109302Z,2025-09-09,BKK
2025-09-09T11:33:31.778562Z,2025-09-09,BOG
2025-09-10T00:08:28.109302Z,2025-09-09,BOG
2025-09-09T11:33:31.778562Z,2025-09-09,BRC
2025-09-10T00:08:28.109302Z,2025-09-09,BRC
2025-09-09T11:33:31.778562Z,2025-09-09,BSB
2025-09-10T00:08:28.109302Z,2025-09-09,BSB
2025-09-09T11:33:31.778562Z,2025-09-09,BSZ
2025-09-10T00:08:28.109302Z,2025-09-09,BSZ
2025-09-09T11:33:31.778562Z,2025-09-09,BUS
2025-09-10T00:08:28.109302Z,2025-09-09,BUS
2025-09-09T11:33:31.778562Z,2025-09-09,CAI
2025-09-10T00:08:28.109302Z,2025-09-09,CAI
2025-09-10T00:08:28.109302Z,2025-09-09,CAN
2025-09-09T11:33:31.778562Z,2025-09-09,CBR
2025-09-09T11:33:31.778562Z,2025-09-09,CCS
2025-09-10T00:08:28.109302Z,2025-09-09,CCS
2025-09-09T11:33:31.778562Z,2025-09-09,CEB
2025-09-10T00:08:28.109302Z,2025-09-09,CEB
2025-09-09T11:33:31.778562Z,2025-09-09,CGB
2025-09-10T00:08:28.109302Z,2025-09-09,CGB
2025-09-09T11:33:31.778562Z,2025-09-09,CHI
2025-09-10T00:08:28.109302Z,2025-09-09,CHI
2025-09-09T11:33:31.778562Z,2025-09-09,CJU
2025-09-10T00:08:28.109302Z,2025-09-09,CJU
2025-09-09T11:33:31.778562Z,2025-09-09,CMN
2025-09-10T00:08:28.109302Z,2025-09-09,CMN
2025-09-09T11:33:31.778562Z,2025-09-09,COR
2025-09-10T00:08:28.109302Z,2025-09-09,COR
2025-09-09T11:33:31.778562Z,2025-09-09,CPC
2025-09-10T00:08:28.109302Z,2025-09-09,CPC
2025-09-09T11:33:31.778562Z,2025-09-09,CPT
2025-09-10T00:08:28.109302Z,2025-09-09,CPT
2025-09-09T11:33:31.778562Z,2025-09-09,CRD
2025-09-10T00:08:28.109302Z,2025-09-09,CRD
2025-09-09T11:33:31.778562Z,2025-09-09,CTG
2025-09-10T00:08:28.109302Z,2025-09-09,CTG
2025-09-09T11:33:31.778562Z,2025-09-09,CUN
2025-09-10T00:08:28.109302Z,2025-09-09,CUN
2025-09-09T11:33:31.778562Z,2025-09-09,CUR
2025-09-10T00:08:28.109302Z,2025-09-09,CUR
2025-09-09T11:33:31.778562Z,2025-09-09,CUZ
2025-09-10T00:08:28.109302Z,2025-09-09,CUZ
2025-09-09T11:33:31.778562Z,2025-09-09,DAD
2025-09-10T00:08:28.109302Z,2025-09-09,DAD
2025-09-09T11:33:31.778562Z,2025-09-09,DOH
2025-09-10T00:08:28.109302Z,2025-09-09,DOH
2025-09-09T11:33:31.778562Z,2025-09-09,DPS
2025-09-10T00:08:28.109302Z,2025-09-09,DPS
2025-09-09T11:33:31.778562Z,2025-09-09,DXB
2025-09-10T00:08:28.109302Z,2025-09-09,DXB
2025-09-09T11:33:31.778562Z,2025-09-09,EVN
2025-09-10T00:08:28.109302Z,2025-09-09,EVN
2025-09-09T11:33:31.778562Z,2025-09-09,FLL
2025-09-10T00:08:28.109302Z,2025-09-09,FLL
2025-09-09T11:33:31.778562Z,2025-09-09,FLN
2025-09-10T00:08:28.109302Z,2025-09-09,FLN
2025-09-09T11:33:31.778562Z,2025-09-09,FMA
2025-09-09T11:33:31.778562Z,2025-09-09,FOR
2025-09-10T00:08:28.109302Z,2025-09-09,FOR
2025-09-09T11:33:31.778562Z,2025-09-09,FTE
2025-09-10T00:08:28.109302Z,2025-09-09,FTE
2025-09-09T11:33:31.778562Z,2025-09-09,GPS
2025-09-10T00:08:28.109302Z,2025-09-09,GPS
2025-09-09T11:33:31.778562Z,2025-09-09,GUA
2025-09-10T00:08:28.109302Z,2025-09-09,GUA
2025-09-09T11:33:31.778562Z,2025-09-09,GYE
2025-09-10T00:08:28.109302Z,2025-09-09,GYE
2025-09-09T11:33:31.778562Z,2025-09-09,HAN
2025-09-10T00:08:28.109302Z,2025-09-09,HAN
2025-09-09T11:33:31.778562Z,2025-09-09,HAV
2025-09-10T00:08:28.109302Z,2025-09-09,HAV
2025-09-09T11:33:31.778562Z,2025-09-09,HEL
2025-09-10T00:08:28.109302Z,2025-09-09,HEL
2025-09-10T00:08:28.109302Z,2025-09-09,HGH
2025-09-09T11:33:31.778562Z,2025-09-09,HKG
2025-09-10T00:08:28.109302Z,2025-09-09,HKG
2025-09-09T11:33:31.778562Z,2025-09-09,HKT
2025-09-10T00:08:28.109302Z,2025-09-09,HKT
2025-09-10T00:08:28.109302Z,2025-09-09,HRB
2025-09-09T11:33:31.778562Z,2025-09-09,IGR
2025-09-10T00:08:28.109302Z,2025-09-09,IGR
2025-09-10T00:08:28.109302Z,2025-09-09,IGU
2025-09-09T11:33:31.778562Z,2025-09-09,IKT
2025-09-10T00:08:28.109302Z,2025-09-09,IKT
2025-09-09T11:33:31.778562Z,2025-09-09,IPC
2025-09-10T00:08:28.109302Z,2025-09-09,IPC
2025-09-09T11:33:31.778562Z,2025-09-09,IST
2025-09-10T00:08:28.109302Z,2025-09-09,IST
2025-09-09T11:33:31.778562Z,2025-09-09,JNB
2025-09-10T00:08:28.109302Z,2025-09-09,JNB
2025-09-09T11:33:31.778562Z,2025-09-09,JUJ
2025-09-10T00:08:28.109302Z,2025-09-09,JUJ
2025-09-09T11:33:31.778562Z,2025-09-09,KGD
2025-09-10T00:08:28.109302Z,2025-09-09,KGD
2025-09-09T11:33:31.778562Z,2025-09-09,KHV
2025-09-10T00:08:28.109302Z,2025-09-09,KHV
2025-09-09T11:33:31.778562Z,2025-09-09,KUL
2025-09-10T00:08:28.109302Z,2025-09-09,KUL
2025-09-09T11:33:31.778562Z,2025-09-09,KZN
2025-09-10T00:08:28.109302Z,2025-09-09,KZN
2025-09-10T00:08:28.109302Z,2025-09-09,LAD
2025-09-09T11:33:31.778562Z,2025-09-09,LCA
2025-09-10T00:08:28.109302Z,2025-09-09,LCA
2025-09-09T11:33:31.778562Z,2025-09-09,LED
2025-09-10T00:08:28.109302Z,2025-09-09,LED
2025-09-09T11:33:31.778562Z,2025-09-09,LIM
2025-09-10T00:08:28.109302Z,2025-09-09,LIM
2025-09-09T11:33:31.778562Z,2025-09-09,LIS
2025-09-10T00:08:28.109302Z,2025-09-09,LIS
2025-09-09T11:33:31.778562Z,2025-09-09,LJU
2025-09-10T00:08:28.109302Z,2025-09-09,LJU
2025-09-09T11:33:31.778562Z,2025-09-09,LON
2025-09-10T00:08:28.109302Z,2025-09-09,LON
2025-09-09T11:33:31.778562Z,2025-09-09,LPB
2025-09-10T00:08:28.109302Z,2025-09-09,LPB
2025-09-09T11:33:31.778562Z,2025-09-09,MAD
2025-09-10T00:08:28.109302Z,2025-09-09,MAD
2025-09-09T11:33:31.778562Z,2025-09-09,MDE
2025-09-10T00:08:28.109302Z,2025-09-09,MDE
2025-09-09T11:33:31.778562Z,2025-09-09,MDQ
2025-09-10T00:08:28.109302Z,2025-09-09,MDQ
2025-09-09T11:33:31.778562Z,2025-09-09,MDZ
2025-09-10T00:08:28.109302Z,2025-09-09,MDZ
2025-09-09T11:33:31.778562Z,2025-09-09,MEX
2025-09-10T00:08:28.109302Z,2025-09-09,MEX
2025-09-09T11:33:31.778562Z,2025-09-09,MIA
2025-09-10T00:08:28.109302Z,2025-09-09,MIA
2025-09-09T11:33:31.778562Z,2025-09-09,MIL
2025-09-10T00:08:28.109302Z,2025-09-09,MIL
2025-09-09T11:33:31.778562Z,2025-09-09,MMK
2025-09-10T00:08:28.109302Z,2025-09-09,MMK
2025-09-09T11:33:31.778562Z,2025-09-09,MNL
2025-09-10T00:08:28.109302Z,2025-09-09,MNL
2025-09-09T11:33:31.778562Z,2025-09-09,MOW
2025-09-10T00:08:28.109302Z,2025-09-09,MOW
2025-09-09T11:33:31.778562Z,2025-09-09,MRV
2025-09-10T00:08:28.109302Z,2025-09-09,MRV
2025-09-09T11:33:31.778562Z,2025-09-09,MSQ
2025-09-10T00:08:28.109302Z,2025-09-09,MSQ
2025-09-09T11:33:31.778562Z,2025-09-09,MUC
2025-09-10T00:08:28.109302Z,2025-09-09,MUC
2025-09-09T11:33:31.778562Z,2025-09-09,MVD
2025-09-10T00:08:28.109302Z,2025-09-09,MVD
2025-09-09T11:33:31.778562Z,2025-09-09,NHA
2025-09-10T00:08:28.109302Z,2025-09-09,NHA
2025-09-09T11:33:31.778562Z,2025-09-09,NQN
2025-09-10T00:08:28.109302Z,2025-09-09,NQN
2025-09-09T11:33:31.778562Z,2025-09-09,NQZ
2025-09-10T00:08:28.109302Z,2025-09-09,NQZ
2025-09-09T11:33:31.778562Z,2025-09-09,NYC
2025-09-10T00:08:28.109302Z,2025-09-09,NYC
2025-09-09T11:33:31.778562Z,2025-09-09,OGZ
2025-09-10T00:08:28.109302Z,2025-09-09,OGZ
2025-09-09T11:33:31.778562Z,2025-09-09,ORL
2025-09-10T00:08:28.109302Z,2025-09-09,ORL
2025-09-09T11:33:31.778562Z,2025-09-09,OVB
2025-09-10T00:08:28.109302Z,2025-09-09,OVB
2025-09-09T11:33:31.778562Z,2025-09-09,PAR
2025-09-10T00:08:28.109302Z,2025-09-09,PAR
2025-09-09T11:33:31.778562Z,2025-09-09,PDP
2025-09-10T00:08:28.109302Z,2025-09-09,PDP
2025-09-09T11:33:31.778562Z,2025-09-09,PEE
2025-09-10T00:08:28.109302Z,2025-09-09,PEE
2025-09-09T11:33:31.778562Z,2025-09-09,PMY
2025-09-10T00:08:28.109302Z,2025-09-09,PMY
2025-09-09T11:33:31.778562Z,2025-09-09,PSS
2025-09-10T00:08:28.109302Z,2025-09-09,PSS
2025-09-09T11:33:31.778562Z,2025-09-09,PUJ
2025-09-10T00:08:28.109302Z,2025-09-09,PUJ
2025-09-09T11:33:31.778562Z,2025-09-09,PUQ
2025-09-10T00:08:28.109302Z,2025-09-09,PUQ
2025-09-09T11:33:31.778562Z,2025-09-09,RAK
2025-09-10T00:08:28.109302Z,2025-09-09,RAK
2025-09-09T11:33:31.778562Z,2025-09-09,REL
2025-09-09T11:33:31.778562Z,2025-09-09,RGA
2025-09-10T00:08:28.109302Z,2025-09-09,RGA
2025-09-09T11:33:31.778562Z,2025-09-09,RIO
2025-09-10T00:08:28.109302Z,2025-09-09,RIO
2025-09-09T11:33:31.778562Z,2025-09-09,RMO
2025-09-10T00:08:28.109302Z,2025-09-09,RMO
2025-09-09T11:33:31.778562Z,2025-09-09,ROM
2025-09-10T00:08:28.109302Z,2025-09-09,ROM
2025-09-09T11:33:31.778562Z,2025-09-09,SAO
2025-09-10T00:08:28.109302Z,2025-09-09,SAO
2025-09-09T11:33:31.778562Z,2025-09-09,SCL
2025-09-10T00:08:28.109302Z,2025-09-09,SCL
2025-09-09T11:33:31.778562Z,2025-09-09,SDE
2025-09-10T00:08:28.109302Z,2025-09-09,SDE
2025-09-09T11:33:31.778562Z,2025-09-09,SEL
2025-09-10T00:08:28.109302Z,2025-09-09,SEL
2025-09-09T11:33:31.778562Z,2025-09-09,SGN
2025-09-10T00:08:28.109302Z,2025-09-09,SGN
2025-09-09T11:33:31.778562Z,2025-09-09,SHA
2025-09-10T00:08:28.109302Z,2025-09-09,SHA
2025-09-09T11:33:31.778562Z,2025-09-09,SHJ
2025-09-10T00:08:28.109302Z,2025-09-09,SHJ
2025-09-09T11:33:31.778562Z,2025-09-09,SJC
2025-09-10T00:08:28.109302Z,2025-09-09,SJC
2025-09-09T11:33:31.778562Z,2025-09-09,SJU
2025-09-10T00:08:28.109302Z,2025-09-09,SJU
2025-09-09T11:33:31.778562Z,2025-09-09,SLA
2025-09-10T00:08:28.109302Z,2025-09-09,SLA
2025-09-09T11:33:31.778562Z,2025-09-09,SOU
2025-09-10T00:08:28.109302Z,2025-09-09,SOU
2025-09-09T11:33:31.778562Z,2025-09-09,SSA
2025-09-10T00:08:28.109302Z,2025-09-09,SSA
2025-09-09T11:33:31.778562Z,2025-09-09,SSH
2025-09-10T00:08:28.109302Z,2025-09-09,SSH
2025-09-09T11:33:31.778562Z,2025-09-09,SVU
2025-09-10T00:08:28.109302Z,2025-09-09,SVU
2025-09-09T11:33:31.778562Z,2025-09-09,SVX
2025-09-10T00:08:28.109302Z,2025-09-09,SVX
2025-09-09T11:33:31.778562Z,2025-09-09,SWF
2025-09-10T00:08:28.109302Z,2025-09-09,SWF
2025-09-09T11:33:31.778562Z,2025-09-09,SYD
2025-09-10T00:08:28.109302Z,2025-09-09,SYD
2025-09-09T11:33:31.778562Z,2025-09-09,TBS
2025-09-10T00:08:28.109302Z,2025-09-09,TBS
2025-09-09T11:33:31.778562Z,2025-09-09,TBW
2025-09-09T11:33:31.778562Z,2025-09-09,TCI
2025-09-10T00:08:28.109302Z,2025-09-09,TCI
2025-09-09T11:33:31.778562Z,2025-09-09,TGD
2025-09-10T00:08:28.109302Z,2025-09-09,TGD
2025-09-09T11:33:31.778562Z,2025-09-09,TIV
2025-09-10T00:08:28.109302Z,2025-09-09,TIV
2025-09-09T11:33:31.778562Z,2025-09-09,TJM
2025-09-10T00:08:28.109302Z,2025-09-09,TJM
2025-09-09T11:33:31.778562Z,2025-09-09,TLL
2025-09-10T00:08:28.109302Z,2025-09-09,TLL
2025-09-09T11:33:31.778562Z,2025-09-09,TOF
2025-09-10T00:08:28.109302Z,2025-09-09,TOF
2025-09-09T11:33:31.778562Z,2025-09-09,TYO
2025-09-10T00:08:28.109302Z,2025-09-09,TYO
2025-09-09T11:33:31.778562Z,2025-09-09,TZX
2025-09-10T00:08:28.109302Z,2025-09-09,TZX
2025-09-09T11:33:31.778562Z,2025-09-09,UFA
2025-09-10T00:08:28.109302Z,2025-09-09,UFA
2025-09-09T11:33:31.778562Z,2025-09-09,UIO
2025-09-10T00:08:28.109302Z,2025-09-09,UIO
2025-09-09T11:33:31.778562Z,2025-09-09,USH
2025-09-10T00:08:28.109302Z,2025-09-09,USH
2025-09-09T11:33:31.778562Z,2025-09-09,USM
2025-09-10T00:08:28.109302Z,2025-09-09,USM
2025-09-09T11:33:31.778562Z,2025-09-09,UTP
2025-09-10T00:08:28.109302Z,2025-09-09,UTP
2025-09-09T11:33:31.778562Z,2025-09-09,VIE
2025-09-10T00:08:28.109302Z,2025-09-09,VIE
2025-09-09T11:33:31.778562Z,2025-09-09,VRA
2025-09-10T00:08:28.109302Z,2025-09-09,VRA
2025-09-09T11:33:31.778562Z,2025-09-09,VVO
2025-09-10T00:08:28.109302Z,2025-09-09,VVO
2025-09-09T11:33:31.778562Z,2025-09-09,WAW
2025-09-10T00:08:28.109302Z,2025-09-09,WAW
2025-09-09T11:33:31.778562Z,2025-09-09,ZNZ
2025-09-10T00:08:28.109302Z,2025-09-09,ZNZ
2025-09-10T11:49:42.322956Z,2025-09-10,ADD
2025-09-10T11:49:42.322956Z,2025-09-10,AER
2025-09-10T11:49:42.322956Z,2025-09-10,AGA
2025-09-10T11:49:42.322956Z,2025-09-10,AKL
2025-09-10T11:49:42.322956Z,2025-09-10,ALA
2025-09-10T11:49:42.322956Z,2025-09-10,AMS
2025-09-10T11:49:42.322956Z,2025-09-10,ANF
2025-09-10T11:49:42.322956Z,2025-09-10,ASF
2025-09-10T11:49:42.322956Z,2025-09-10,ASU
2025-09-10T11:49:42.322956Z,2025-09-10,AUA
2025-09-10T11:49:42.322956Z,2025-09-10,AYT
2025-09-10T11:49:42.322956Z,2025-09-10,BAK
2025-09-10T11:49:42.322956Z,2025-09-10,BCN
2025-09-10T11:49:42.322956Z,2025-09-10,BEG
2025-09-10T11:49:42.322956Z,2025-09-10,BER
2025-09-10T11:49:42.322956Z,2025-09-10,BJS
2025-09-10T11:49:42.322956Z,2025-09-10,BKK
2025-09-10T11:49:42.322956Z,2025-09-10,BOG
2025-09-10T11:49:42.322956Z,2025-09-10,BRC
2025-09-10T11:49:42.322956Z,2025-09-10,BSB
2025-09-10T11:49:42.322956Z,2025-09-10,BSZ
2025-09-10T11:49:42.322956Z,2025-09-10,BUS
2025-09-10T11:49:42.322956Z,2025-09-10,CAI
2025-09-10T11:49:42.322956Z,2025-09-10,CAN
2025-09-10T11:49:42.322956Z,2025-09-10,CCS
2025-09-10T11:49:42.322956Z,2025-09-10,CEB
2025-09-10T11:49:42.322956Z,2025-09-10,CGB
2025-09-10T11:49:42.322956Z,2025-09-10,CJU
2025-09-10T11:49:42.322956Z,2025-09-10,CMN
2025-09-10T11:49:42.322956Z,2025-09-10,COR
2025-09-10T11:49:42.322956Z,2025-09-10,CPC
2025-09-10T11:49:42.322956Z,2025-09-10,CPT
2025-09-10T11:49:42.322956Z,2025-09-10,CRD
2025-09-10T11:49:42.322956Z,2025-09-10,CTG
2025-09-10T11:49:42.322956Z,2025-09-10,CUN
2025-09-10T11:49:42.322956Z,2025-09-10,CUR
2025-09-10T11:49:42.322956Z,2025-09-10,CUZ
2025-09-10T11:49:42.322956Z,2025-09-10,DAD
2025-09-10T11:49:42.322956Z,2025-09-10,DOH
2025-09-10T11:49:42.322956Z,2025-09-10,DPS
2025-09-10T11:49:42.322956Z,2025-09-10,DXB
2025-09-10T11:49:42.322956Z,2025-09-10,EVN
2025-09-10T11:49:42.322956Z,2025-09-10,FLL
2025-09-10T11:49:42.322956Z,2025-09-10,FLN
2025-09-10T11:49:42.322956Z,2025-09-10,FTE
2025-09-10T11:49:42.322956Z,2025-09-10,GPS
2025-09-10T11:49:42.322956Z,2025-09-10,GUA
2025-09-10T11:49:42.322956Z,2025-09-10,GYE
2025-09-10T11:49:42.322956Z,2025-09-10,HAN
2025-09-10T11:49:42.322956Z,2025-09-10,HAV
2025-09-10T11:49:42.322956Z,2025-09-10,HEL
2025-09-10T11:49:42.322956Z,2025-09-10,HGH
2025-09-10T11:49:42.322956Z,2025-09-10,HKG
2025-09-10T11:49:42.322956Z,2025-09-10,HKT
