snapshot_id,snapshot_local,tod_label,weekday_search,origin_city,origin_airport,destination_city,destination_airport,depart_date,departure_at,price_min_raw,transfers,duration_min,hours_total,is_extreme,dow,month,season,days_to_departure,snapshot_date
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,BRC,BRC,2026-01-31,2026-01-31T01:05:00-03:00,45,0,130,2.2,False,Saturday,1,Summer,145,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,BRC,BRC,2026-02-09,2026-02-09T01:25:00-03:00,45,0,130,2.2,False,Monday,2,Summer,154,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,BRC,BRC,2026-02-22,2026-02-22T07:15:00-03:00,33,1,535,8.9,False,Sunday,2,Summer,167,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,BRC,BRC,2026-03-13,2026-03-13T08:50:00-03:00,36,0,130,2.2,False,Friday,3,Autumn,186,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,BRC,BRC,2026-08-21,2026-08-21T20:13:00-03:00,287,0,136,2.3,False,Friday,8,Winter,347,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-08,2025-09-08T19:30:00-03:00,45,0,120,2.0,False,Monday,9,Spring,0,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-09,2025-09-09T21:00:00-03:00,37,0,120,2.0,False,Tuesday,9,Spring,1,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-10,2025-09-10T12:15:00-03:00,71,0,120,2.0,False,Wednesday,9,Spring,2,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-11,2025-09-11T05:30:00-03:00,71,0,120,2.0,False,Thursday,9,Spring,3,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,MDZ,MDZ,2025-09-12,2025-09-12T14:00:00-03:00,71,0,120,2.0,False,Friday,9,Spring,4,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-13,2025-09-13T21:10:00-03:00,57,0,120,2.0,False,Saturday,9,Spring,5,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-14,2025-09-14T08:20:00-03:00,47,0,120,2.0,False,Sunday,9,Spring,6,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-15,2025-09-15T20:57:00-03:00,68,0,115,1.9,False,Monday,9,Spring,7,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,MDZ,MDZ,2025-09-18,2025-09-18T07:25:00-03:00,67,0,120,2.0,False,Thursday,9,Spring,10,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-22,2025-09-22T06:00:00-03:00,58,0,120,2.0,False,Monday,9,Spring,14,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-24,2025-09-24T19:00:00-03:00,41,0,120,2.0,False,Wednesday,9,Spring,16,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-25,2025-09-25T05:30:00-03:00,41,0,120,2.0,False,Thursday,9,Spring,17,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,MDZ,MDZ,2025-09-27,2025-09-27T07:20:00-03:00,40,1,430,7.2,False,Saturday,9,Spring,19,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-09-29,2025-09-29T19:20:00-03:00,36,0,120,2.0,False,Monday,9,Spring,21,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,MDZ,MDZ,2025-10-02,2025-10-02T06:00:00-03:00,29,0,115,1.9,False,Thursday,10,Spring,24,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-10-07,2025-10-07T16:05:00-03:00,30,0,115,1.9,False,Tuesday,10,Spring,29,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-10-08,2025-10-08T12:25:00-03:00,32,0,115,1.9,False,Wednesday,10,Spring,30,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,MDZ,MDZ,2025-10-09,2025-10-09T14:05:00-03:00,55,0,120,2.0,False,Thursday,10,Spring,31,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-10-14,2025-10-14T20:15:00-03:00,32,0,115,1.9,False,Tuesday,10,Spring,36,2025-09-08
