snapshot_id,snapshot_local,tod_label,weekday_search,origin_city,origin_airport,destination_city,destination_airport,depart_date,departure_at,price_min_raw,transfers,duration_min,hours_total,is_extreme,dow,month,season,days_to_departure
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-09-19,2025-09-19T17:10:00-03:00,62,0,140,2.3,False,Friday,9,Spring,0
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-09-20,2025-09-20T06:30:00-03:00,70,0,140,2.3,False,Saturday,9,Spring,1
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-09-21,2025-09-21T11:30:00-03:00,51,0,140,2.3,False,Sunday,9,Spring,2
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-09-22,2025-09-22T19:30:00-03:00,50,1,1450,24.2,False,Monday,9,Spring,3
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-09-23,2025-09-23T04:15:00-03:00,51,0,145,2.4,False,Tuesday,9,Spring,4
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-09-24,2025-09-24T18:45:00-03:00,31,0,140,2.3,False,Wednesday,9,Spring,5
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-09-25,2025-09-25T07:00:00-03:00,31,0,140,2.3,False,Thursday,9,Spring,6
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-09-26,2025-09-26T19:00:00-03:00,44,0,140,2.3,False,Friday,9,Spring,7
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-09-27,2025-09-27T18:30:00-03:00,40,0,140,2.3,False,Saturday,9,Spring,8
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-09-28,2025-09-28T11:30:00-03:00,32,0,140,2.3,False,Sunday,9,Spring,9
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-10-06,2025-10-06T13:15:00-03:00,44,0,140,2.3,False,Monday,10,Spring,17
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-10-10,2025-10-10T20:20:00-03:00,30,0,137,2.3,False,Friday,10,Spring,21
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-10-11,2025-10-11T06:55:00-03:00,55,0,145,2.4,False,Saturday,10,Spring,22
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-10-12,2025-10-12T07:00:00-03:00,31,0,145,2.4,False,Sunday,10,Spring,23
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-10-13,2025-10-13T06:40:00-03:00,33,0,137,2.3,False,Monday,10,Spring,24
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-10-14,2025-10-14T18:20:00-03:00,29,0,140,2.3,False,Tuesday,10,Spring,25
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-10-15,2025-10-15T02:55:00-03:00,27,0,140,2.3,False,Wednesday,10,Spring,26
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-10-16,2025-10-16T05:27:00-03:00,32,0,250,4.2,False,Thursday,10,Spring,27
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-10-17,2025-10-17T16:14:00-03:00,30,1,1108,18.5,False,Friday,10,Spring,28
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-11-01,2025-11-01T18:10:00-03:00,28,0,140,2.3,False,Saturday,11,Spring,43
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-11-03,2025-11-03T16:40:00-03:00,37,0,140,2.3,False,Monday,11,Spring,45
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-11-04,2025-11-04T16:55:00-03:00,26,0,140,2.3,False,Tuesday,11,Spring,46
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-11-07,2025-11-07T17:35:00-03:00,35,0,140,2.3,False,Friday,11,Spring,49
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-11-09,2025-11-09T05:30:00-03:00,33,0,139,2.3,False,Sunday,11,Spring,51
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-11-16,2025-11-16T07:00:00-03:00,35,0,145,2.4,False,Sunday,11,Spring,58
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-11-17,2025-11-17T07:15:00-03:00,30,0,145,2.4,False,Monday,11,Spring,59
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-12-06,2025-12-06T17:55:00-03:00,25,0,130,2.2,False,Saturday,12,Summer,78
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-12-12,2025-12-12T18:35:00-03:00,25,0,130,2.2,False,Friday,12,Summer,84
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-12-20,2025-12-20T18:41:00-03:00,54,0,139,2.3,False,Saturday,12,Summer,92
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-12-22,2025-12-22T05:35:00-03:00,53,0,145,2.4,False,Monday,12,Summer,94
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2025-12-24,2025-12-24T18:30:00-03:00,54,0,139,2.3,False,Wednesday,12,Summer,96
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-12-29,2025-12-29T05:35:00-03:00,46,0,145,2.4,False,Monday,12,Summer,101
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2025-12-30,2025-12-30T18:49:00-03:00,64,0,139,2.3,False,Tuesday,12,Summer,102
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,EZE,BRC,BRC,2026-01-01,2026-01-01T20:40:00-03:00,82,0,139,2.3,False,Thursday,1,Summer,104
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2026-01-02,2026-01-02T08:00:00-03:00,53,0,139,2.3,False,Friday,1,Summer,105
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2026-01-03,2026-01-03T01:05:00-03:00,96,0,130,2.2,False,Saturday,1,Summer,106
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2026-01-04,2026-01-04T08:00:00-03:00,53,0,139,2.3,False,Sunday,1,Summer,107
2025-09-19T12:14:31.948127Z,2025-09-19T09:14:31.948127-03:00,morning,Friday,BUE,AEP,BRC,BRC,2026-01-06,2026-01-06T19:05:00-03:00,81,0,145,2.4,False,Tuesday,1,Summer,109
